Sentence,Aspect,Category,Opinion,Polarity,Implicitness
the follow - up size was not available .,null,performance#sizing/fit,the follow - up size was not available,negative,IAEO
"for one i quite enjoy the color of them , the blue is a lovely aqua , not too green nor too electric blue .",null,appearance#color,"for one i quite enjoy the color of them , the blue is a lovely aqua , not too green nor too electric blue",positive,IAEO
"i ' m also quite happy with the arch support , which is all too commonly non - existent in skate style shoes .",null,performance#support/stability,"i ' m also quite happy with the arch support , which is all too commonly non - existent in skate style shoes",positive,IAEO
"i ' m also quite happy with the arch support , which is all too commonly non - existent in skate style shoes .",arch,appearance#shoe component,"i ' m also quite happy with the arch support , which is all too commonly non - existent in skate style shoes",positive,EAEO
appear to be well made although i can ' t say how they ' d hold up to skating since i ' m no longer inclined after cracking a hip .,null,performance#use case applicability,appear to be well made although i can ' t say how they ' d hold up to skating since i ' m no longer inclined after cracking a hip,neutral,IAEO
appear to be well made although i can ' t say how they ' d hold up to skating since i ' m no longer inclined after cracking a hip .,null,appearance#misc,appear to be well made although i can ' t say how they ' d hold up to skating since i ' m no longer inclined after cracking a hip,positive,IAEO
but overall i ' m pleased with this purchase .,null,cost/value,but overall i ' m pleased with this purchase,positive,IAEO
i like the shoes i had no complaint .,shoes,general,i like,positive,EAEO
i like the shoes i had no complaint .,shoes,general,i had no complaint,positive,EAEO
they fit me well,null,performance#sizing/fit,they fit me well,positive,IAEO
not true to size order a larger size .,null,performance#sizing/fit,not true to size order a larger size,negative,IAEO
5 at first it didn ' t fit me so i send it back and got a bigger size 11 .,size 10 . 5,contextofuse#purchase\_context,i send it back and got,negative,EAEO
5 at first it didn ' t fit me so i send it back and got a bigger size 11 .,size 10 . 5,performance#sizing/fit,didn ' t fit,negative,EAEO
5 and still fit tight and it makes my feet look big on the outside but tight on my feet .,size 11 . 5,performance#sizing/fit,fit tight,negative,EAEO
5 and still fit tight and it makes my feet look big on the outside but tight on my feet .,null,appearance#form,makes my feet look big on the outside,negative,IAEO
5 and still fit tight and it makes my feet look big on the outside but tight on my feet .,null,performance#sizing/fit,tight on my feet,negative,IAEO
love the fit and how it transitions from heel to toe .,null,performance#comfort,love the fit,positive,IAEO
love the fit and how it transitions from heel to toe .,null,performance#general,how it transitions from heel to toe,positive,IAEO
more comfortable than expected as well !,null,performance#comfort,more comfortable than expected,positive,IAEO
"nice style , but this shoe runs small .",shoe,performance#sizing/fit,runs small,negative,EAEO
"nice style , but this shoe runs small .",shoe,appearance#form,nice style,positive,EAEO
had to purchase it in a larger size and different color .,null,performance#sizing/fit,had to purchase it in a larger size and different color,negative,IAEO
had to purchase it in a larger size and different color .,null,contextofuse#purchase\_context,had to purchase it in a larger size and different color,neutral,IAEO
had to purchase it in a larger size and different color .,null,appearance#color,had to purchase it in a larger size and different color,negative,IAEO
great look but way to tight .,null,appearance#misc,great look,positive,IAEO
great look but way to tight .,null,performance#sizing/fit,way to tight,negative,IAEO
i never going bigger than a 10 in any style .,null,contextofuse#purchase\_context,i never going bigger than a 10 in any style,neutral,IAEO
i never going bigger than a 10 in any style .,null,performance#sizing/fit,i never going bigger than a 10 in any style,neutral,IAEO
going to try and return for a half a size bigger .,null,performance#sizing/fit,going to try and return for a half a size bigger,negative,IAEO
going to try and return for a half a size bigger .,null,contextofuse#purchase\_context,going to try and return,negative,IAEO
it ' s a shame i really like the look,null,appearance#general,it ' s a shame i really like the look,positive,IAEO
great shoes .,shoes,general,great,positive,EAEO
"good impact protection , strong grip , look fantastic .",null,appearance#general,look fantastic,positive,IAEO
"good impact protection , strong grip , look fantastic .",null,performance#use case applicability,strong grip,positive,IAEO
"good impact protection , strong grip , look fantastic .",null,performance#support/stability,good impact protection,positive,IAEO
only downside is they run about a full size too small so i would definitely recommend going up a size from your regular size .,null,performance#sizing/fit,downside is they run about a full size too small,negative,IAEO
ordered sneakers for my granddaughters and it took two weeks to get there and one pair was canceled .,sneakers,contextofuse#purchase\_context,ordered sneakers for my granddaughters,neutral,EAEO
ordered sneakers for my granddaughters and it took two weeks to get there and one pair was canceled .,sneakers,contextofuse#purchase\_context,took two weeks to get there and one pair was canceled,negative,EAEO
usually order from eastbay but these were what they wanted .,null,contextofuse#purchase\_context,usually order from eastbay but these were what they wanted,neutral,IAEO
will never order from finish line again,finish line,cost/value,will never order from finish line again,negative,EAEO
you sent me used shoes .,shoes,contextofuse#purchase\_context,you sent me used,negative,EAEO
i just received them 30 min ago and they have blue stains on the inside and the heel is worn .,null,appearance#general,they have blue stains on the inside and the heel is worn,negative,IAEO
very disappointing .,null,general,very disappointing,negative,IAEO
returning .,null,cost/value,returning,negative,IAEO
"i love the way they look , but the thick cushion in the back top rubs against the back of my foot .",null,appearance#general,love the way they look,positive,IAEO
"i love the way they look , but the thick cushion in the back top rubs against the back of my foot .",null,performance#comfort,thick cushion in the back top rubs against the back of my foot,negative,IAEO
"i love the way they look , but the thick cushion in the back top rubs against the back of my foot .",thick cushion in the back,appearance#shoe component,thick cushion in the back top rubs against the back of my foot,negative,EAEO
