Sentence,Aspect,Category,Opinion,Polarity,Implicitness
not like the old days . lining is glued to shoe .,shoe,appearance#material,lining is glued,negative,EAEO
i would have given sneaker a 5 out of 5 if the shoe laces were longer . very difficult to tie a mini bow on these sneakers .,sneaker,general,i would have given sneaker a 5 out of 5 if the shoe laces were longer,negative,EAEO
i would have given sneaker a 5 out of 5 if the shoe laces were longer . very difficult to tie a mini bow on these sneakers .,shoe laces,appearance#shoe component,were longer,negative,EAEO
i would have given sneaker a 5 out of 5 if the shoe laces were longer . very difficult to tie a mini bow on these sneakers .,sneakers,appearance#shoe component,very difficult to tie a mini bow on these,negative,EAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",walking,contextofuse#use case,i do a lot of,neutral,EAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",walking,contextofuse#usage frequency,i do a lot of,positive,EAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",577 model,contextofuse#usage frequency,always worn,negative,EAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",size 10,contextofuse#purchase\_context,were not available,negative,EAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",null,performance#sizing/fit,also size 10,neutral,IAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",null,performance#sizing/fit,was a little room for my foot to slide back and forth,negative,IAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",null,performance#sizing/fit,"i am pretty sure a half size smaller , would have been too tight",negative,IAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",null,appearance#form,appeared well - made,positive,IAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",null,general,"if it weren ' t for the size problem , they would have been fine",positive,IAEO
"i do a lot of walking . in the past i have always worn the 577 model , size 10 , but those were not available . these were also size 10 , but there was a little room for my foot to slide back and forth . i am pretty sure a half size smaller , would have been too tight . otherwise , they appeared well - made and if it weren ' t for the size problem , they would have been fine .",size,performance#sizing/fit,"if it weren ' t for the size problem , they would have been fine",negative,EAEO
